index,epoch,gold_label,predicted_label,predicted_label q2 ffnn,correct q2 ffnn?,predicted_label,predicted_label q2 rnn,predicted_label,predicted_label q3 ffnn,predicted_label,predicted_label q3 rnn,predicted_label,predicted_label q1 ffnn,predicted_label,predicted_label q1 rnn,
4557,3,4,tensor(3),3,0,tensor(4),4,tensor(4),4,tensor(3),3,tensor(0),0,tensor(4),4,
4558,3,4,tensor(3),3,0,tensor(0),0,tensor(3),3,tensor(1),1,tensor(0),0,tensor(1),1,
4559,3,4,tensor(3),3,0,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4560,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4561,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,
4562,3,4,tensor(3),3,0,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,
4563,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(4),4,
4564,3,4,tensor(3),3,0,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4565,3,4,tensor(3),3,0,tensor(3),3,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4566,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(0),0,tensor(4),4,
4567,3,4,tensor(3),3,0,tensor(2),2,tensor(4),4,tensor(3),3,tensor(4),4,tensor(4),4,
4568,3,4,tensor(3),3,0,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4569,3,4,tensor(3),3,0,tensor(0),0,tensor(3),3,tensor(1),1,tensor(0),0,tensor(0),0,
4570,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(0),0,tensor(4),4,
4571,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(4),4,
4572,3,4,tensor(3),3,0,tensor(2),2,tensor(4),4,tensor(4),4,tensor(4),4,tensor(2),2,
4573,3,4,tensor(3),3,0,tensor(2),2,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4574,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4575,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(1),1,tensor(0),0,tensor(1),1,
4576,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,
4577,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4578,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4579,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4580,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(1),1,tensor(4),4,tensor(3),3,
4581,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(3),3,tensor(3),3,tensor(3),3,
4582,3,4,tensor(4),4,1,tensor(3),3,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4583,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(0),0,tensor(4),4,
4584,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(0),0,tensor(3),3,
4585,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(2),2,tensor(4),4,tensor(1),1,
4586,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(4),4,
4587,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4588,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4589,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4590,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,
4591,3,4,tensor(4),4,1,tensor(3),3,tensor(4),4,tensor(3),3,tensor(0),0,tensor(3),3,
4592,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4593,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(0),0,tensor(4),4,
4594,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4595,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4596,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(0),0,tensor(4),4,
4597,3,4,tensor(4),4,1,tensor(3),3,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,
4598,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4599,3,4,tensor(4),4,1,tensor(3),3,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4600,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4601,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,
4602,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(0),0,tensor(4),4,
4603,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(1),1,tensor(4),4,tensor(3),3,
4604,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,
4605,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4606,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4607,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4608,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4609,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4610,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,
4611,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(2),2,tensor(4),4,tensor(3),3,
4612,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(0),0,tensor(4),4,
4613,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4614,3,4,tensor(4),4,1,tensor(3),3,tensor(4),4,tensor(1),1,tensor(4),4,tensor(4),4,
4615,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4616,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(0),0,tensor(4),4,
4617,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(0),0,tensor(4),4,
4618,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4619,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,
4620,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(1),1,tensor(4),4,tensor(0),0,
4621,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4622,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,
4623,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(2),2,tensor(4),4,tensor(1),1,
4624,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4625,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,
4626,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4627,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4628,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4629,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(0),0,tensor(3),3,
4630,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(1),1,tensor(0),0,tensor(1),1,
4631,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4632,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4633,3,4,tensor(4),4,1,tensor(3),3,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4634,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,tensor(4),4,
4635,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4636,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4637,3,4,tensor(4),4,1,tensor(3),3,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4638,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4639,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4640,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,
4641,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(4),4,
4642,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4643,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4644,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4645,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4646,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4647,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,
4648,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4649,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4650,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4651,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4652,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4653,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4654,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(4),4,
4655,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(4),4,
4656,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,
4657,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4658,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4659,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4660,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4661,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4662,3,4,tensor(4),4,1,tensor(3),3,tensor(4),4,tensor(2),2,tensor(4),4,tensor(3),3,
4663,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4664,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4665,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(0),0,tensor(4),4,
4666,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(1),1,tensor(4),4,tensor(4),4,
4667,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4668,3,4,tensor(4),4,1,tensor(3),3,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4669,3,4,tensor(4),4,1,tensor(3),3,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4670,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4671,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4672,3,4,tensor(4),4,1,tensor(3),3,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,
4673,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(4),4,
4674,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4675,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4676,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(1),1,tensor(0),0,tensor(4),4,
4677,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(1),1,tensor(4),4,tensor(1),1,
4678,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4679,3,4,tensor(4),4,1,tensor(3),3,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4680,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4681,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(0),0,tensor(3),3,
4682,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(1),1,tensor(4),4,tensor(1),1,
4683,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4684,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(3),3,tensor(4),4,tensor(4),4,
4685,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,
4686,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4687,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4688,3,4,tensor(4),4,1,tensor(1),1,tensor(4),4,tensor(1),1,tensor(4),4,tensor(3),3,
4689,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4690,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,
4691,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(3),3,tensor(0),0,tensor(3),3,
4692,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4693,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4694,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4695,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,
4696,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4697,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4698,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4699,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4700,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4701,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4702,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4703,3,4,tensor(4),4,1,tensor(1),1,tensor(4),4,tensor(2),2,tensor(4),4,tensor(0),0,
4704,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4705,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4706,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4707,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4708,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4709,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(4),4,
4710,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4711,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4712,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4713,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(0),0,tensor(4),4,
4714,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(0),0,tensor(4),4,
4715,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4716,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,
4717,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4718,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4719,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(4),4,
4720,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4721,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(1),1,tensor(4),4,tensor(4),4,
4722,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4723,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4724,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4725,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4726,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4727,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(3),3,tensor(4),4,tensor(1),1,
4728,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4729,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(4),4,
4730,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(3),3,tensor(4),4,tensor(2),2,
4731,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4732,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(3),3,tensor(0),0,tensor(3),3,
4733,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,
4734,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,tensor(1),1,
4735,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4736,3,4,tensor(4),4,1,tensor(1),1,tensor(4),4,tensor(1),1,tensor(4),4,tensor(0),0,
4737,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4738,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4739,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4740,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4741,3,4,tensor(4),4,1,tensor(1),1,tensor(4),4,tensor(3),3,tensor(4),4,tensor(4),4,
4742,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4743,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4744,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4745,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,tensor(1),1,
4746,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,tensor(4),4,
4747,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4748,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4749,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4750,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4751,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4752,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,
4753,3,4,tensor(4),4,1,tensor(1),1,tensor(4),4,tensor(1),1,tensor(4),4,tensor(1),1,
4754,3,4,tensor(4),4,1,tensor(3),3,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4755,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4756,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,tensor(3),3,
4757,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(0),0,tensor(4),4,
4758,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,
4759,3,4,tensor(4),4,1,tensor(3),3,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4760,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4761,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4762,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(3),3,tensor(4),4,tensor(4),4,
4763,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4764,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4765,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(1),1,
4766,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4767,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4768,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4769,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4770,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4771,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,
4772,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,
4773,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(0),0,tensor(3),3,
4774,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4775,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,tensor(1),1,
4776,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,
4777,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(4),4,tensor(4),4,
4778,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4779,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,tensor(4),4,
4780,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(3),3,tensor(4),4,tensor(1),1,
4781,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4782,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4783,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4784,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4785,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4786,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4787,3,4,tensor(4),4,1,tensor(3),3,tensor(4),4,tensor(3),3,tensor(4),4,tensor(3),3,
4788,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(4),4,tensor(4),4,tensor(3),3,
4789,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(3),3,tensor(0),0,tensor(3),3,
4790,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,
4791,3,4,tensor(4),4,1,tensor(0),0,tensor(4),4,tensor(3),3,tensor(4),4,tensor(4),4,
4792,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4793,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4794,3,4,tensor(4),4,1,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,tensor(4),4,
4795,3,4,tensor(4),4,1,tensor(2),2,tensor(4),4,tensor(2),2,tensor(4),4,tensor(1),1,
